date,commodity,location,rainfall_mm,soil_quality,price_per_kg
2022-03-03,moong,Bhopal,11.48,Good,59.13
2022-03-03,potato,Kanpur,6.23,Excellent,12.26
2022-03-03,moong,Ahmedabad,23.44,Excellent,77.57
2022-03-04,urad,Patna,45.78,Good,55.02
2022-03-04,rice,Bhopal,20.87,Average,40.11
2022-03-04,moong,Lucknow,42.54,Good,63.15
2022-03-04,rice,Ahmedabad,4.57,Poor,46.58
2022-03-04,wheat,Ahmedabad,43.36,Average,21.9
2022-03-04,wheat,Indore,35.41,Excellent,23.23
2022-03-05,onion,Hyderabad,40.27,Average,16.15
2022-03-05,onion,Patna,48.49,Excellent,21.73
2022-03-05,wheat,Jaipur,39.78,Average,21.34
2022-03-05,soyabean,Hyderabad,34.68,Average,54.13
2022-03-06,rice,Patna,22.74,Good,30.67
2022-03-06,tomato,Lucknow,19.21,Poor,29.6
2022-03-06,wheat,Ahmedabad,19.37,Good,24.16
2022-03-06,rice,Patna,48.55,Excellent,29.07
2022-03-07,wheat,Ahmedabad,48.8,Poor,18.5
2022-03-07,onion,Lucknow,33.78,Excellent,22.27
2022-03-07,rice,Lucknow,7.79,Good,38.22
2022-03-07,urad,Jaipur,32.79,Poor,51.36
2022-03-09,urad,Pune,11.74,Good,80.72
2022-03-09,potato,Hyderabad,49.42,Good,17.79
2022-03-09,wheat,Hyderabad,1.94,Good,24.17
2022-03-09,tur,Lucknow,18.43,Good,62.9
2022-03-09,rice,Lucknow,37.23,Average,36.39
2022-03-09,onion,Nagpur,24.54,Excellent,14.03
2022-03-09,tur,Bhopal,8.14,Good,52.08
2022-03-09,wheat,Indore,48.94,Excellent,20.31
2022-03-10,potato,Bhopal,31.31,Average,13.46
2022-03-10,wheat,Lucknow,42.65,Average,21.79
2022-03-10,urad,Hyderabad,20.56,Excellent,75.27
2022-03-11,rice,Hyderabad,26.13,Excellent,45.62
2022-03-11,potato,Kanpur,15.03,Good,14.61
2022-03-11,potato,Lucknow,16.62,Good,14.79
2022-03-12,soyabean,Kanpur,44.91,Excellent,35.16
2022-03-12,rice,Nagpur,41.54,Good,36.2
2022-03-12,wheat,Ahmedabad,19.98,Excellent,28.85
2022-03-12,urad,Bhopal,22.57,Poor,86.6
2022-03-12,gram,Hyderabad,19.17,Excellent,57.05
2022-03-12,urad,Pune,6.53,Excellent,64.19
2022-03-13,gram,Lucknow,26.03,Average,45.53
2022-03-13,soyabean,Ahmedabad,19.63,Average,53.52
2022-03-13,soyabean,Pune,38.13,Good,43.89
2022-03-13,tomato,Jaipur,33.7,Average,31.13
2022-03-13,tomato,Jaipur,5.51,Excellent,29.13
2022-03-14,gram,Lucknow,34.23,Good,43.35
2022-03-14,soyabean,Hyderabad,20.8,Good,40.76
2022-03-14,urad,Kanpur,44.42,Good,83.47
2022-03-14,tur,Pune,31.54,Good,77.83
2022-03-14,tur,Nagpur,34.27,Good,87.25
2022-03-14,tur,Ahmedabad,18.7,Average,49.44
2022-03-15,rice,Nagpur,0.21,Poor,32.05
2022-03-15,moong,Indore,8.23,Poor,64.41
2022-03-15,onion,Ahmedabad,29.96,Excellent,19.43
2022-03-15,urad,Indore,32.29,Excellent,70.88
2022-03-16,tur,Patna,49.89,Average,90.9
2022-03-16,moong,Nagpur,16.2,Poor,83.18
2022-03-16,tomato,Jaipur,19.29,Excellent,32.5
2022-03-16,potato,Indore,49.11,Excellent,16.21
2022-03-16,wheat,Indore,0.51,Excellent,29.31
2022-03-17,tomato,Nagpur,23.96,Excellent,21.94
2022-03-17,potato,Bhopal,37.57,Excellent,11.07
2022-03-17,tur,Patna,9.43,Average,74.34
2022-03-17,urad,Indore,49.49,Average,55.75
2022-03-17,soyabean,Hyderabad,34.2,Average,36.44
2022-03-18,moong,Lucknow,21.95,Average,91.11
2022-03-18,urad,Bhopal,26.42,Good,73.57
2022-03-18,tur,Indore,48.56,Good,83.85
2022-03-18,gram,Bhopal,45.72,Excellent,62.01
2022-03-19,potato,Nagpur,21.22,Good,14.74
2022-03-19,onion,Indore,48.1,Average,16.45
2022-03-19,soyabean,Lucknow,16.28,Good,60.09
2022-03-19,soyabean,Kanpur,32.54,Good,46.65
2022-03-19,moong,Indore,26.04,Good,94.07
2022-03-19,rice,Indore,25.34,Average,40.73
2022-03-19,moong,Patna,4.34,Excellent,92.0
2022-03-20,potato,Kanpur,44.57,Average,17.87
2022-03-20,urad,Ahmedabad,19.24,Excellent,75.87
2022-03-20,urad,Jaipur,24.09,Good,56.78
2022-03-20,rice,Bhopal,6.99,Good,36.22
2022-03-20,moong,Hyderabad,38.91,Average,65.93
2022-03-21,potato,Lucknow,30.46,Average,12.87
2022-03-21,tur,Jaipur,47.21,Excellent,80.18
2022-03-21,tomato,Lucknow,9.81,Poor,23.15
2022-03-22,tur,Indore,34.77,Good,59.36
2022-03-22,soyabean,Bhopal,28.08,Poor,42.55
2022-03-23,rice,Nagpur,31.32,Average,42.75
2022-03-24,moong,Lucknow,35.73,Excellent,55.66
2022-03-24,urad,Indore,42.45,Good,53.73
2022-03-25,gram,Jaipur,29.16,Good,76.97
2022-03-25,wheat,Jaipur,15.91,Good,27.6
2022-03-26,moong,Jaipur,47.5,Average,97.31
2022-03-27,onion,Lucknow,29.65,Good,18.35
2022-03-27,gram,Pune,20.41,Good,77.74
2022-03-27,rice,Pune,15.3,Average,31.5
2022-03-28,onion,Hyderabad,48.34,Excellent,20.82
2022-03-28,soyabean,Kanpur,42.9,Excellent,50.62
2022-03-28,potato,Bhopal,43.33,Excellent,15.51
2022-03-28,rice,Kanpur,17.18,Good,38.93
2022-03-28,onion,Bhopal,37.58,Excellent,24.49
2022-03-28,rice,Jaipur,2.49,Good,35.12
2022-03-29,wheat,Bhopal,12.12,Excellent,25.88
2022-03-29,urad,Indore,45.9,Good,47.82
2022-03-29,potato,Ahmedabad,30.57,Excellent,10.82
2022-03-29,urad,Ahmedabad,19.18,Excellent,53.24
2022-03-29,tomato,Kanpur,20.58,Good,35.5
2022-03-30,rice,Nagpur,0.82,Average,51.77
2022-03-30,tur,Pune,44.95,Excellent,60.75
2022-03-31,onion,Jaipur,0.04,Average,15.51
2022-03-31,tomato,Patna,1.05,Good,22.66
2022-04-01,gram,Indore,14.79,Excellent,47.39
2022-04-01,moong,Ahmedabad,45.02,Excellent,53.39
2022-04-02,tomato,Patna,22.93,Good,34.61
2022-04-02,tur,Pune,20.87,Good,90.1
2022-04-02,potato,Indore,36.24,Average,18.18
2022-04-03,wheat,Lucknow,47.37,Excellent,22.99
2022-04-03,gram,Bhopal,44.41,Good,59.4
2022-04-03,potato,Ahmedabad,24.42,Good,14.58
2022-04-03,soyabean,Hyderabad,10.81,Good,35.63
2022-04-04,soyabean,Pune,42.29,Good,41.03
2022-04-04,rice,Hyderabad,43.78,Excellent,33.4
2022-04-04,moong,Kanpur,38.22,Average,88.84
2022-04-04,moong,Kanpur,19.02,Good,58.05
2022-04-05,wheat,Jaipur,39.63,Average,29.16
2022-04-05,potato,Pune,26.88,Excellent,14.02
2022-04-05,wheat,Pune,15.83,Good,20.65
2022-04-05,soyabean,Patna,4.25,Average,42.65
2022-04-05,moong,Nagpur,40.34,Good,86.01
2022-04-05,tomato,Lucknow,3.63,Excellent,37.89
2022-04-06,onion,Jaipur,0.45,Average,25.38
2022-04-06,rice,Patna,27.19,Average,48.93
2022-04-06,wheat,Pune,47.57,Average,20.67
2022-04-06,soyabean,Hyderabad,11.92,Good,60.84
2022-04-06,wheat,Nagpur,7.39,Good,22.49
2022-04-06,onion,Patna,27.3,Good,24.97
2022-04-07,gram,Patna,5.11,Excellent,62.72
2022-04-07,moong,Jaipur,14.09,Average,77.92
2022-04-08,soyabean,Nagpur,18.2,Average,41.42
2022-04-08,gram,Jaipur,37.26,Good,50.51
2022-04-08,potato,Pune,43.68,Good,19.48
2022-04-08,urad,Bhopal,27.62,Good,85.54
2022-04-09,tomato,Patna,29.92,Average,36.22
2022-04-09,tomato,Indore,14.1,Average,24.74
2022-04-09,wheat,Pune,32.52,Excellent,29.22
2022-04-10,tur,Bhopal,25.48,Good,66.3
2022-04-10,moong,Indore,41.27,Average,67.19
2022-04-10,soyabean,Hyderabad,13.67,Average,61.36
2022-04-11,rice,Kanpur,32.13,Average,51.29
2022-04-11,wheat,Patna,40.6,Average,18.51
2022-04-11,gram,Kanpur,45.43,Good,74.96
2022-04-11,tomato,Hyderabad,33.01,Average,35.14
2022-04-11,urad,Kanpur,26.82,Good,63.93
2022-04-11,rice,Nagpur,38.96,Good,30.04
2022-04-11,wheat,Lucknow,15.95,Poor,30.52
2022-04-11,urad,Patna,16.59,Average,73.01
2022-04-12,soyabean,Nagpur,2.75,Good,62.46
2022-04-12,gram,Lucknow,20.01,Average,70.33
2022-04-12,gram,Patna,23.78,Average,61.61
2022-04-12,onion,Ahmedabad,48.54,Average,25.54
2022-04-13,moong,Bhopal,40.28,Excellent,80.56
2022-04-13,gram,Jaipur,2.73,Average,54.99
2022-04-13,rice,Kanpur,11.18,Average,42.35
2022-04-13,urad,Pune,41.6,Average,48.49
2022-04-13,gram,Nagpur,24.38,Average,67.89
2022-04-14,moong,Ahmedabad,36.55,Excellent,59.2
2022-04-14,moong,Patna,13.9,Average,55.08
2022-04-14,potato,Indore,22.58,Average,14.03
2022-04-15,moong,Bhopal,11.83,Average,77.5
2022-04-15,potato,Indore,5.17,Good,16.67
2022-04-15,potato,Kanpur,4.07,Good,17.76
2022-04-16,wheat,Kanpur,26.53,Good,23.16
2022-04-16,tomato,Bhopal,37.72,Excellent,25.59
2022-04-17,gram,Jaipur,27.37,Average,73.61
2022-04-17,soyabean,Ahmedabad,27.37,Average,36.33
2022-04-17,urad,Indore,15.92,Good,68.23
2022-04-17,moong,Jaipur,25.95,Good,77.58
2022-04-17,gram,Jaipur,28.8,Good,61.53
2022-04-18,wheat,Pune,14.04,Average,26.59
2022-04-18,rice,Pune,20.96,Good,46.32
2022-04-18,tur,Indore,12.1,Good,89.18
2022-04-19,onion,Nagpur,3.17,Poor,15.92
2022-04-19,moong,Jaipur,38.67,Excellent,92.28
2022-04-19,potato,Patna,13.15,Poor,13.57
2022-04-20,moong,Nagpur,1.32,Good,58.47
2022-04-21,wheat,Hyderabad,6.06,Average,25.22
2022-04-21,potato,Indore,4.03,Average,15.48
2022-04-21,urad,Hyderabad,12.39,Good,55.79
2022-04-21,gram,Nagpur,27.86,Average,52.43
2022-04-21,tur,Bhopal,33.06,Excellent,90.67
2022-04-22,tur,Lucknow,5.29,Good,77.5
2022-04-22,gram,Hyderabad,16.7,Average,45.25
2022-04-22,tomato,Kanpur,9.25,Excellent,35.72
2022-04-23,onion,Bhopal,16.18,Excellent,25.74
2022-04-23,gram,Kanpur,48.13,Poor,57.34
2022-04-23,gram,Nagpur,18.86,Good,67.83
2022-04-23,soyabean,Kanpur,29.86,Good,43.92
2022-04-23,wheat,Bhopal,19.04,Poor,20.29
2022-04-24,tomato,Bhopal,20.86,Excellent,25.38
2022-04-24,soyabean,Kanpur,42.42,Average,42.51
2022-04-25,gram,Patna,49.16,Good,53.85
2022-04-25,urad,Nagpur,29.54,Good,79.12
2022-04-25,rice,Jaipur,3.21,Good,29.94
2022-04-25,onion,Jaipur,9.74,Good,23.79
2022-04-25,potato,Lucknow,16.68,Excellent,18.55
2022-04-25,soyabean,Ahmedabad,20.93,Poor,46.72
2022-04-25,soyabean,Patna,27.7,Average,37.48
2022-04-25,urad,Patna,29.86,Good,64.18
2022-04-25,rice,Patna,47.73,Poor,40.42
2022-04-26,potato,Nagpur,1.04,Average,10.5
2022-04-26,rice,Hyderabad,17.5,Poor,49.17
2022-04-26,tur,Jaipur,34.72,Average,85.53
2022-04-26,potato,Patna,34.86,Poor,15.46
2022-04-26,gram,Bhopal,49.75,Good,60.56
2022-04-27,onion,Indore,39.0,Poor,22.81
2022-04-27,potato,Lucknow,18.12,Average,18.88
2022-04-28,onion,Hyderabad,6.99,Average,23.44
2022-04-28,soyabean,Ahmedabad,34.97,Good,37.04
2022-04-28,moong,Lucknow,5.81,Good,54.09
2022-04-28,onion,Indore,41.33,Good,20.03
2022-04-28,gram,Jaipur,18.41,Excellent,56.26
2022-04-28,gram,Kanpur,46.16,Average,48.87
2022-04-29,tomato,Bhopal,5.72,Average,37.51
2022-04-29,urad,Kanpur,13.89,Good,84.15
2022-04-29,wheat,Bhopal,17.75,Average,32.33
2022-04-30,gram,Patna,43.8,Average,61.59
2022-04-30,moong,Bhopal,21.94,Good,65.86
2022-04-30,tomato,Indore,3.96,Good,35.21
2022-04-30,potato,Kanpur,40.57,Average,15.75
2022-04-30,tur,Nagpur,29.94,Good,81.51
2022-04-30,gram,Patna,21.66,Good,51.02
2022-05-01,gram,Indore,4.84,Average,71.18
2022-05-01,soyabean,Indore,19.88,Good,60.53
2022-05-01,tur,Indore,39.03,Excellent,70.86
2022-05-01,tur,Patna,42.46,Excellent,73.52
2022-05-01,soyabean,Patna,12.14,Good,45.48
2022-05-01,gram,Lucknow,48.61,Average,56.75
2022-05-02,gram,Jaipur,40.17,Average,62.75
2022-05-02,onion,Bhopal,32.22,Good,15.9
2022-05-02,moong,Lucknow,31.79,Good,53.79
2022-05-02,rice,Hyderabad,5.45,Average,51.85
2022-05-02,potato,Bhopal,23.19,Average,10.92
2022-05-02,potato,Lucknow,28.1,Average,12.09
2022-05-02,potato,Indore,45.6,Poor,16.55
2022-05-03,moong,Patna,16.42,Poor,52.98
2022-05-04,moong,Kanpur,45.22,Good,93.25
2022-05-04,tomato,Lucknow,46.66,Average,24.83
2022-05-04,moong,Bhopal,24.95,Excellent,77.79
2022-05-04,tomato,Bhopal,33.35,Average,31.36
2022-05-05,urad,Patna,25.3,Average,79.96
2022-05-05,soyabean,Hyderabad,40.15,Poor,42.64
2022-05-05,urad,Nagpur,21.88,Good,60.78
2022-05-05,gram,Lucknow,43.24,Average,58.88
2022-05-05,wheat,Kanpur,26.52,Excellent,31.08
2022-05-05,rice,Pune,42.35,Good,50.93
2022-05-05,tomato,Ahmedabad,18.11,Excellent,26.15
2022-05-06,urad,Hyderabad,34.27,Good,67.22
2022-05-06,wheat,Bhopal,14.03,Average,20.79
2022-05-06,wheat,Patna,35.16,Average,23.4
2022-05-06,urad,Nagpur,22.7,Good,68.72
2022-05-06,rice,Nagpur,0.75,Poor,42.31
2022-05-07,tur,Bhopal,15.67,Average,60.36
2022-05-07,onion,Ahmedabad,6.86,Good,23.43
2022-05-07,soyabean,Indore,48.72,Poor,62.41
2022-05-07,wheat,Bhopal,21.23,Good,25.41
2022-05-07,soyabean,Hyderabad,35.92,Excellent,44.89
2022-05-07,tomato,Nagpur,25.05,Good,34.86
2022-05-07,rice,Lucknow,22.25,Good,49.94
2022-05-07,tomato,Lucknow,23.26,Good,24.61
2022-05-07,onion,Patna,39.65,Excellent,21.55
2022-05-07,soyabean,Hyderabad,5.52,Good,56.86
2022-05-07,rice,Patna,5.05,Excellent,35.61
2022-05-08,rice,Indore,11.12,Good,31.17
2022-05-08,tur,Jaipur,29.27,Good,83.16
2022-05-08,tur,Lucknow,36.87,Good,52.31
2022-05-09,tomato,Indore,36.36,Excellent,24.15
2022-05-09,tomato,Kanpur,32.57,Average,22.58
2022-05-09,onion,Pune,29.64,Average,15.94
2022-05-10,rice,Jaipur,6.31,Average,36.07
2022-05-10,gram,Bhopal,2.67,Average,63.65
2022-05-11,soyabean,Lucknow,18.57,Excellent,60.98
2022-05-11,rice,Ahmedabad,7.07,Average,29.49
2022-05-11,rice,Nagpur,36.2,Average,39.15
2022-05-11,wheat,Patna,20.72,Excellent,27.83
2022-05-11,urad,Indore,17.81,Good,73.29
2022-05-11,onion,Pune,5.6,Average,19.91
2022-05-11,soyabean,Jaipur,47.72,Excellent,41.56
2022-05-12,wheat,Indore,36.56,Good,30.66
2022-05-12,rice,Pune,42.99,Poor,29.21
2022-05-12,potato,Ahmedabad,44.62,Good,10.8
2022-05-12,potato,Hyderabad,43.44,Poor,17.7
2022-05-12,potato,Indore,38.58,Average,11.95
2022-05-13,tur,Ahmedabad,20.22,Good,61.73
2022-05-13,rice,Ahmedabad,9.96,Good,41.32
2022-05-13,potato,Kanpur,49.37,Poor,15.89
2022-05-13,tomato,Pune,27.2,Good,28.49
2022-05-13,potato,Hyderabad,27.25,Good,14.58
2022-05-13,soyabean,Patna,11.01,Good,39.67
2022-05-13,gram,Patna,32.86,Good,46.35
2022-05-13,tomato,Bhopal,30.3,Poor,27.78
2022-05-14,potato,Hyderabad,10.98,Excellent,14.18
2022-05-14,potato,Jaipur,32.63,Average,13.47
2022-05-14,rice,Hyderabad,40.65,Excellent,39.76
2022-05-14,wheat,Lucknow,20.35,Average,28.71
2022-05-14,rice,Nagpur,16.2,Excellent,36.06
2022-05-14,urad,Lucknow,30.17,Poor,70.54
2022-05-15,urad,Jaipur,42.34,Average,73.27
2022-05-16,rice,Lucknow,29.34,Excellent,42.97
2022-05-16,gram,Jaipur,35.11,Excellent,49.72
2022-05-16,moong,Hyderabad,26.67,Average,66.04
2022-05-16,moong,Pune,17.84,Good,69.56
2022-05-16,tomato,Bhopal,21.98,Good,22.41
2022-05-16,soyabean,Indore,4.66,Good,56.74
2022-05-16,potato,Pune,43.06,Good,10.92
2022-05-17,wheat,Patna,48.87,Good,28.62
2022-05-17,onion,Nagpur,43.67,Poor,19.23
2022-05-18,wheat,Ahmedabad,39.44,Good,21.22
2022-05-18,moong,Pune,16.86,Excellent,54.96
2022-05-18,rice,Indore,0.48,Good,33.34
2022-05-18,wheat,Pune,37.42,Average,30.96
2022-05-19,urad,Patna,25.85,Average,62.22
2022-05-19,tur,Ahmedabad,49.35,Good,74.75
2022-05-19,tomato,Kanpur,10.85,Good,21.29
2022-05-19,moong,Jaipur,0.97,Excellent,89.57
2022-05-19,onion,Bhopal,34.37,Good,22.53
2022-05-20,rice,Kanpur,41.02,Average,39.02
2022-05-20,gram,Patna,35.45,Poor,65.52
2022-05-20,wheat,Patna,37.75,Average,30.04
2022-05-22,onion,Pune,18.97,Good,21.2
2022-05-22,soyabean,Lucknow,14.71,Good,57.34
2022-05-22,rice,Hyderabad,29.02,Poor,45.68
2022-05-22,onion,Pune,18.05,Poor,22.21
2022-05-22,onion,Indore,14.97,Good,24.14
2022-05-23,wheat,Lucknow,23.32,Good,22.47
2022-05-23,tur,Indore,12.27,Excellent,53.08
2022-05-23,rice,Indore,19.63,Average,40.7
2022-05-23,urad,Hyderabad,10.84,Average,50.16
2022-05-23,rice,Pune,19.58,Good,33.91
2022-05-24,wheat,Hyderabad,31.26,Excellent,26.95
2022-05-24,rice,Pune,44.65,Poor,36.39
2022-05-24,soyabean,Lucknow,15.86,Good,48.09
2022-05-25,moong,Hyderabad,7.38,Excellent,85.78
2022-05-25,tur,Kanpur,28.68,Average,68.24
2022-05-25,wheat,Nagpur,4.53,Good,21.2
2022-05-25,soyabean,Indore,36.9,Good,40.91
2022-05-25,tomato,Hyderabad,32.02,Average,30.0
2022-05-25,gram,Nagpur,36.26,Excellent,57.76
2022-05-26,rice,Pune,43.7,Good,34.16
2022-05-26,moong,Hyderabad,10.21,Good,76.49
2022-05-26,onion,Indore,7.66,Poor,14.66
2022-05-26,potato,Bhopal,36.33,Excellent,15.83
2022-05-27,rice,Pune,24.14,Average,31.0
2022-05-27,tomato,Indore,38.55,Poor,37.31
2022-05-27,wheat,Hyderabad,36.5,Average,28.46
2022-05-27,moong,Indore,20.3,Good,60.68
2022-05-28,soyabean,Pune,27.73,Average,53.11
2022-05-29,gram,Kanpur,21.42,Excellent,52.46
2022-05-29,gram,Kanpur,13.8,Excellent,54.75
2022-05-29,soyabean,Indore,24.99,Poor,41.97
2022-05-30,potato,Patna,3.05,Excellent,12.71
2022-05-30,onion,Lucknow,3.28,Excellent,24.0
2022-05-30,gram,Patna,18.75,Average,42.24
2022-05-30,onion,Jaipur,46.12,Average,23.52
2022-05-30,moong,Patna,31.07,Good,77.06
2022-05-30,potato,Indore,49.75,Average,17.67
2022-05-30,wheat,Bhopal,25.48,Good,25.49
2022-05-30,onion,Pune,25.62,Average,16.99
2022-05-30,wheat,Pune,40.4,Good,21.28
2022-05-31,rice,Jaipur,14.96,Good,43.08
2022-05-31,tur,Jaipur,48.7,Average,86.26
2022-05-31,onion,Jaipur,21.22,Poor,23.53
2022-06-01,soyabean,Hyderabad,110.65,Average,39.28
2022-06-01,rice,Nagpur,203.45,Average,44.71
2022-06-01,rice,Hyderabad,140.14,Average,33.52
2022-06-01,moong,Indore,231.93,Average,76.08
2022-06-02,tur,Pune,118.67,Good,58.08
2022-06-02,moong,Jaipur,235.49,Excellent,60.96
2022-06-03,urad,Patna,186.83,Good,57.21
2022-06-03,tur,Lucknow,137.53,Average,49.77
2022-06-04,tur,Bhopal,132.26,Average,63.63
2022-06-04,tur,Nagpur,214.67,Average,63.97
2022-06-04,potato,Lucknow,100.56,Good,18.48
2022-06-04,onion,Kanpur,104.92,Average,23.74
2022-06-04,moong,Bhopal,207.83,Excellent,56.02
2022-06-04,moong,Pune,111.38,Excellent,84.19
2022-06-04,onion,Ahmedabad,163.12,Excellent,14.81
2022-06-04,potato,Nagpur,178.23,Average,16.22
2022-06-05,tur,Ahmedabad,167.47,Excellent,66.67
2022-06-05,rice,Kanpur,232.81,Good,34.35
2022-06-05,urad,Ahmedabad,158.08,Average,69.27
2022-06-06,rice,Jaipur,103.42,Average,44.15
2022-06-07,soyabean,Lucknow,181.82,Average,47.27
2022-06-07,urad,Indore,211.7,Excellent,75.71
2022-06-07,wheat,Ahmedabad,206.17,Good,26.51
2022-06-07,onion,Patna,203.81,Good,23.17
2022-06-08,onion,Kanpur,209.89,Good,24.0
2022-06-08,urad,Bhopal,231.28,Good,57.43
2022-06-09,onion,Nagpur,240.01,Good,17.79
2022-06-09,potato,Bhopal,142.16,Good,11.71
2022-06-09,potato,Nagpur,156.56,Good,14.4
2022-06-09,urad,Hyderabad,140.42,Excellent,78.62
2022-06-10,onion,Patna,105.97,Excellent,18.72
2022-06-10,onion,Pune,235.71,Good,23.2
2022-06-11,tur,Pune,187.24,Good,61.2
2022-06-12,potato,Bhopal,120.05,Good,17.3
2022-06-12,tur,Pune,132.74,Good,90.59
2022-06-12,soyabean,Nagpur,138.77,Average,55.34
2022-06-12,rice,Kanpur,184.74,Good,33.4
2022-06-12,wheat,Bhopal,105.19,Average,27.41
2022-06-13,onion,Nagpur,219.59,Average,23.34
2022-06-13,moong,Lucknow,124.3,Good,67.26
2022-06-14,potato,Jaipur,197.55,Poor,13.0
2022-06-14,soyabean,Nagpur,112.69,Average,60.51
2022-06-14,soyabean,Kanpur,240.59,Excellent,61.2
2022-06-14,urad,Nagpur,105.14,Average,67.35
2022-06-14,soyabean,Nagpur,177.0,Good,43.42
2022-06-14,rice,Pune,184.82,Good,30.29
2022-06-14,onion,Jaipur,118.54,Poor,25.94
2022-06-15,moong,Patna,191.03,Excellent,58.67
2022-06-15,urad,Ahmedabad,196.95,Good,50.9
2022-06-15,tomato,Pune,140.06,Poor,30.52
2022-06-15,moong,Bhopal,200.94,Excellent,81.81
2022-06-17,tomato,Jaipur,241.27,Average,30.03
2022-06-18,gram,Kanpur,120.0,Good,54.14
2022-06-18,tomato,Nagpur,196.84,Average,23.27
2022-06-18,tomato,Patna,108.69,Average,23.99
2022-06-18,tomato,Pune,162.38,Excellent,25.5
2022-06-18,gram,Lucknow,140.54,Good,46.31
2022-06-19,urad,Bhopal,212.26,Good,62.87
2022-06-19,moong,Hyderabad,138.66,Average,65.93
2022-06-20,potato,Lucknow,240.53,Good,10.91
2022-06-20,tomato,Jaipur,178.05,Poor,33.89
2022-06-20,wheat,Jaipur,191.52,Average,25.63
2022-06-20,potato,Hyderabad,233.75,Average,18.76
2022-06-20,urad,Pune,140.64,Good,75.76
2022-06-21,urad,Nagpur,248.89,Average,88.21
2022-06-21,tur,Pune,137.42,Average,63.36
2022-06-21,gram,Bhopal,236.76,Good,56.76
2022-06-22,soyabean,Nagpur,157.55,Excellent,42.59
2022-06-22,wheat,Ahmedabad,175.65,Good,20.94
2022-06-22,tomato,Ahmedabad,235.96,Good,38.78
2022-06-22,urad,Pune,104.87,Good,52.08
2022-06-22,potato,Jaipur,121.06,Average,15.95
2022-06-23,rice,Patna,180.79,Average,34.06
2022-06-23,urad,Patna,119.72,Good,79.52
2022-06-23,onion,Hyderabad,202.81,Average,14.75
2022-06-24,moong,Ahmedabad,166.92,Average,89.11
2022-06-24,onion,Hyderabad,162.99,Excellent,20.41
2022-06-24,tur,Kanpur,191.45,Average,63.25
2022-06-24,urad,Kanpur,231.72,Good,74.91
2022-06-24,tur,Lucknow,170.7,Good,78.8
2022-06-24,tomato,Kanpur,115.86,Good,26.95
2022-06-24,tomato,Bhopal,236.75,Good,34.17
2022-06-25,onion,Nagpur,207.56,Average,15.24
2022-06-26,soyabean,Kanpur,206.56,Good,58.69
2022-06-26,onion,Bhopal,200.11,Excellent,20.53
2022-06-26,urad,Pune,243.22,Average,66.37
2022-06-26,gram,Ahmedabad,228.87,Excellent,59.03
2022-06-26,urad,Bhopal,224.51,Excellent,78.97
2022-06-26,wheat,Pune,112.58,Excellent,21.11
2022-06-26,gram,Jaipur,126.16,Average,53.13
2022-06-27,wheat,Jaipur,245.19,Average,24.67
2022-06-27,onion,Indore,249.78,Poor,17.41
2022-06-27,gram,Jaipur,224.67,Good,61.77
2022-06-28,moong,Kanpur,162.87,Poor,87.25
2022-06-28,tur,Indore,154.28,Average,86.62
2022-06-28,soyabean,Hyderabad,162.19,Good,46.17
2022-06-28,onion,Kanpur,124.85,Good,20.1
2022-06-28,urad,Nagpur,148.62,Good,57.36
2022-06-28,soyabean,Nagpur,174.55,Good,59.14
2022-06-29,tomato,Lucknow,180.96,Good,28.58
2022-06-29,urad,Patna,128.53,Excellent,52.9
2022-06-29,onion,Lucknow,104.14,Average,20.14
2022-06-29,tomato,Indore,140.79,Excellent,23.02
2022-06-30,potato,Patna,192.87,Good,15.71
2022-06-30,moong,Lucknow,208.54,Average,92.27
2022-06-30,moong,Patna,169.9,Average,64.02
2022-07-01,rice,Indore,128.04,Good,40.0
2022-07-01,onion,Hyderabad,125.48,Poor,23.71
2022-07-01,tur,Lucknow,115.27,Average,80.23
2022-07-01,potato,Nagpur,195.79,Good,11.47
2022-07-01,tur,Lucknow,229.61,Average,65.07
2022-07-01,wheat,Lucknow,163.41,Poor,25.29
2022-07-02,gram,Kanpur,206.48,Average,52.24
2022-07-02,moong,Lucknow,215.97,Average,79.46
2022-07-03,tur,Hyderabad,166.25,Good,70.04
2022-07-03,wheat,Jaipur,216.62,Average,32.32
2022-07-03,onion,Lucknow,103.42,Average,19.92
2022-07-03,wheat,Pune,181.01,Good,20.64
2022-07-04,potato,Pune,118.75,Average,13.66
2022-07-04,moong,Ahmedabad,227.43,Good,60.23
2022-07-05,urad,Lucknow,174.86,Excellent,51.59
2022-07-05,tomato,Pune,227.91,Good,24.66
2022-07-05,onion,Patna,246.32,Good,21.92
2022-07-05,rice,Jaipur,137.62,Excellent,34.73
2022-07-06,moong,Kanpur,226.15,Excellent,75.67
2022-07-07,potato,Jaipur,172.73,Average,10.59
2022-07-07,rice,Patna,199.02,Average,37.16
2022-07-07,tur,Ahmedabad,118.69,Good,73.5
2022-07-07,wheat,Lucknow,229.02,Average,32.13
2022-07-07,soyabean,Jaipur,145.36,Excellent,50.23
2022-07-08,gram,Ahmedabad,149.27,Good,47.18
2022-07-08,tur,Nagpur,193.86,Good,54.97
2022-07-08,soyabean,Pune,236.51,Good,57.01
2022-07-08,rice,Lucknow,154.51,Average,34.59
2022-07-09,soyabean,Jaipur,131.76,Excellent,46.96
2022-07-09,rice,Indore,125.97,Average,29.39
